"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.premID_1","Input.mask-type_1","Input.hypoID_1","Input.premise_1","Input.hypothesis_1","Input.orig-prob_1","Input.model-label_1","Input.flip-class_1","Input.premID_2","Input.mask-type_2","Input.hypoID_2","Input.premise_2","Input.hypothesis_2","Input.orig-prob_2","Input.model-label_2","Input.flip-class_2","Input.premID_3","Input.mask-type_3","Input.hypoID_3","Input.premise_3","Input.hypothesis_3","Input.orig-prob_3","Input.model-label_3","Input.flip-class_3","Input.premID_4","Input.mask-type_4","Input.hypoID_4","Input.premise_4","Input.hypothesis_4","Input.orig-prob_4","Input.model-label_4","Input.flip-class_4","Input.premID_5","Input.mask-type_5","Input.hypoID_5","Input.premise_5","Input.hypothesis_5","Input.orig-prob_5","Input.model-label_5","Input.flip-class_5","Answer.comments","Answer.numanswered","Answer.response_1","Answer.response_2","Answer.response_3","Answer.response_4","Answer.response_5","Answer.useragent","Approve","Reject"
"3R5OYNIC2DBU605EB8LPQWHTR2EPTY","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","36TFCYNS45CCWKE4N7JIUAWUECLHXE","A2EI075XZT9Y2S","Submitted","Mon Mar 29 11:34:26 PDT 2021","Mon Mar 29 11:46:09 PDT 2021","Thu Apr 01 11:46:09 PDT 2021","","","","703","100% (479/479)","100% (1/1)","100% (1/1)","11688","content-words","60433","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is most known for his work with mobile park dwellers in Iowa.","1","entailment","Uncertain-Flip","11688","content-words","60441","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons has never talked about his work with mobile park dwellers in Iowa.","1","contradiction","Uncertain-Flip","11688","original","60433","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is enthusiastic about his work with mobile park dwellers in Iowa.","1","neutral","Certain-Same","11688","content-words","60427","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons spoke about his work with mobile park dwellers in Iowa.","1","neutral","Uncertain-Same","11688","content-words","60438","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is enthusiastic about working directly with mobile park dwellers in Iowa.","1","neutral","Certain-Same","{}","5","neutral","contradiction","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3R5OYNIC2DBU605EB8LPQWHTR2EPTY","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","3TY7ZAOG5GMV1K91QGX8YOPBWM30K5","A30HUZHJBOX1LK","Submitted","Mon Mar 29 11:23:01 PDT 2021","Mon Mar 29 11:39:39 PDT 2021","Thu Apr 01 11:39:39 PDT 2021","","","","998","100% (13/13)","100% (1/1)","100% (1/1)","11688","content-words","60433","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is most known for his work with mobile park dwellers in Iowa.","1","entailment","Uncertain-Flip","11688","content-words","60441","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons has never talked about his work with mobile park dwellers in Iowa.","1","contradiction","Uncertain-Flip","11688","original","60433","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is enthusiastic about his work with mobile park dwellers in Iowa.","1","neutral","Certain-Same","11688","content-words","60427","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons spoke about his work with mobile park dwellers in Iowa.","1","neutral","Uncertain-Same","11688","content-words","60438","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is enthusiastic about working directly with mobile park dwellers in Iowa.","1","neutral","Certain-Same","{}","5","neutral","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3R5OYNIC2DBU605EB8LPQWHTR2EPTY","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","3VW6495TLK2NIKU32398ZOY66EUYY2","A2C84POENS2UNY","Submitted","Mon Mar 29 12:06:34 PDT 2021","Mon Mar 29 12:31:28 PDT 2021","Thu Apr 01 12:31:28 PDT 2021","","","","1494","100% (33/33)","100% (1/1)","100% (1/1)","11688","content-words","60433","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is most known for his work with mobile park dwellers in Iowa.","1","entailment","Uncertain-Flip","11688","content-words","60441","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons has never talked about his work with mobile park dwellers in Iowa.","1","contradiction","Uncertain-Flip","11688","original","60433","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is enthusiastic about his work with mobile park dwellers in Iowa.","1","neutral","Certain-Same","11688","content-words","60427","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons spoke about his work with mobile park dwellers in Iowa.","1","neutral","Uncertain-Same","11688","content-words","60438","Simmons works most directly with residents of the approximately 55,700 mobile homes in Iowa.","Simmons is enthusiastic about working directly with mobile park dwellers in Iowa.","1","neutral","Certain-Same","{}","5","entailment","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3LAZVA75NJTI11Z0DTOE093DHL62O5","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","36V4Q8R5ZL2EF1E3SQ43S78XYVRQMT","A2C84POENS2UNY","Submitted","Mon Mar 29 10:33:59 PDT 2021","Mon Mar 29 11:58:20 PDT 2021","Thu Apr 01 11:58:20 PDT 2021","","","","5061","100% (33/33)","100% (1/1)","100% (1/1)","9515","content-words","48511","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You wo going through the gate are going to notice the niche below the staircase.","1","entailment","Certain-Flip","9515","content-words","48515","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to fail to notice the niche below the staircase.","1","neutral","Uncertain-Flip","9515","original","48511","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to notice the niche below the staircase.","1","contradiction","Certain-Same","9515","content-words","48519","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to notice the niche below the staircase without looking.","1","contradiction","Uncertain-Same","9515","content-words","48518","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to miss the niche below the staircase.","1","neutral","Uncertain-Flip","{}","5","entailment","entailment","contradiction","contradiction","entailment","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3LAZVA75NJTI11Z0DTOE093DHL62O5","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","3YDGXNSEO0WS57P10SN7KM6XIYL482","A30HUZHJBOX1LK","Submitted","Mon Mar 29 10:38:57 PDT 2021","Mon Mar 29 10:59:11 PDT 2021","Thu Apr 01 10:59:11 PDT 2021","","","","1214","100% (13/13)","100% (1/1)","100% (1/1)","9515","content-words","48511","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You wo going through the gate are going to notice the niche below the staircase.","1","entailment","Certain-Flip","9515","content-words","48515","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to fail to notice the niche below the staircase.","1","neutral","Uncertain-Flip","9515","original","48511","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to notice the niche below the staircase.","1","contradiction","Certain-Same","9515","content-words","48519","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to notice the niche below the staircase without looking.","1","contradiction","Uncertain-Same","9515","content-words","48518","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to miss the niche below the staircase.","1","neutral","Uncertain-Flip","{}","5","entailment","neutral","contradiction","contradiction","neutral","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3LAZVA75NJTI11Z0DTOE093DHL62O5","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","3ZAK8W07I5G94GEDKU1A4BY9YD70U8","A2EI075XZT9Y2S","Submitted","Mon Mar 29 12:24:05 PDT 2021","Mon Mar 29 12:31:02 PDT 2021","Thu Apr 01 12:31:02 PDT 2021","","","","417","100% (479/479)","100% (1/1)","100% (1/1)","9515","content-words","48511","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You wo going through the gate are going to notice the niche below the staircase.","1","entailment","Certain-Flip","9515","content-words","48515","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to fail to notice the niche below the staircase.","1","neutral","Uncertain-Flip","9515","original","48511","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to notice the niche below the staircase.","1","contradiction","Certain-Same","9515","content-words","48519","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to notice the niche below the staircase without looking.","1","contradiction","Uncertain-Same","9515","content-words","48518","As you go through the gate decorated with the arms of the Ceter?­cian order, you'll notice a niche for a guard dog below the staircase.","You won't be able to miss the niche below the staircase.","1","neutral","Uncertain-Flip","{}","5","entailment","entailment","contradiction","contradiction","entailment","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3PA41K45VO678287Y5IOL0PB26O7P7","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","3NGI5ARFTU7WJ0RZZR6G8AUKVO71P2","A2C84POENS2UNY","Submitted","Mon Mar 29 10:03:54 PDT 2021","Mon Mar 29 10:15:04 PDT 2021","Thu Apr 01 10:15:04 PDT 2021","","","","670","100% (33/33)","100% (1/1)","100% (1/1)","6606","content-words","33888","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a flea market.","1","contradiction","Uncertain-Same","6606","content-words","33896","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a.","1","entailment","Uncertain-Flip","6606","original","33888","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a Mexican flea market.","1","contradiction","Certain-Same","6606","content-words","33889","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a large flea market.","1","entailment","Uncertain-Flip","6606","content-words","33884","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a Mexican.","1","contradiction","Certain-Same","{}","5","neutral","neutral","neutral","neutral","contradiction","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3PA41K45VO678287Y5IOL0PB26O7P7","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","3P59JYT76MM10D22ZCFEI35MCXC2TV","A2EI075XZT9Y2S","Submitted","Mon Mar 29 10:58:02 PDT 2021","Mon Mar 29 11:08:49 PDT 2021","Thu Apr 01 11:08:49 PDT 2021","","","","647","100% (479/479)","100% (1/1)","100% (1/1)","6606","content-words","33888","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a flea market.","1","contradiction","Uncertain-Same","6606","content-words","33896","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a.","1","entailment","Uncertain-Flip","6606","original","33888","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a Mexican flea market.","1","contradiction","Certain-Same","6606","content-words","33889","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a large flea market.","1","entailment","Uncertain-Flip","6606","content-words","33884","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a Mexican.","1","contradiction","Certain-Same","no idea what a eastern bazaar is","5","neutral","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3PA41K45VO678287Y5IOL0PB26O7P7","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","3QECW5O0KI3TZALPHVHCGA8YW775T3","A30HUZHJBOX1LK","Submitted","Mon Mar 29 11:38:23 PDT 2021","Mon Mar 29 11:56:12 PDT 2021","Thu Apr 01 11:56:12 PDT 2021","","","","1069","100% (13/13)","100% (1/1)","100% (1/1)","6606","content-words","33888","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a flea market.","1","contradiction","Uncertain-Same","6606","content-words","33896","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a.","1","entailment","Uncertain-Flip","6606","original","33888","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a Mexican flea market.","1","contradiction","Certain-Same","6606","content-words","33889","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a large flea market.","1","entailment","Uncertain-Flip","6606","content-words","33884","A trading town and port, its main shopping street, Ormos Ermou, still throngs with the energy of an eastern bazaar.","The shopping street Ormos Ermou, has the energy of a Mexican.","1","contradiction","Certain-Same","{}","5","neutral","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
"3MG8450X2PC96DK3BDBZVS3VAGLPUP","3SBFCXF7YCLKYFW81L3SUY6LHGVW43","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Mon Mar 29 10:02:35 PDT 2021","3","BatchId:4386648;OriginalHitTemplateId:920937340;","43200","259200","Mon Apr 05 10:02:35 PDT 2021","","","3ERET4BTVNBDXEXEQCG1RZQ4ZQYK92","A30HUZHJBOX1LK","Submitted","Mon Mar 29 11:31:20 PDT 2021","Mon Mar 29 11:48:29 PDT 2021","Thu Apr 01 11:48:29 PDT 2021","","","","1029","100% (13/13)","100% (1/1)","100% (1/1)","7244","content-words","37016","It is also an area favored by backpackers lured by cheap hotels and restaurants and the chance of purchasing discounted air tickets.","The prices of airplane tickets are very low in that place.","1","entailment","Uncertain-Flip","7244","content-words","37024","It is also an area favored by backpackers lured by cheap hotels and restaurants and the chance of purchasing discounted air tickets.","The prices of airplane tickets are not outrageous in that place.","1","entailment","Certain-Flip","7244","original","37016","It is also an area favored by backpackers lured by cheap hotels and restaurants and the chance of purchasing discounted air tickets.","The prices of airplane tickets are outrageous in that place.","1","contradiction","Certain-Same","7244","content-words","37026","It is also an area favored by backpackers lured by cheap hotels and restaurants and the chance of purchasing discounted air tickets.","The discounted prices of airplane tickets are outrageous in that place.","1","neutral","Certain-Flip","7244","content-words","37018","It is also an area favored by backpackers lured by cheap hotels and restaurants and the chance of purchasing discounted air tickets.","The prices of airplane tickets are outrageous.","1","contradiction","Uncertain-Same","{}","5","neutral","entailment","contradiction","neutral","neutral","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36"
