"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.premID_1","Input.mask-type_1","Input.hypoID_1","Input.premise_1","Input.hypothesis_1","Input.orig-prob_1","Input.model-label_1","Input.flip-class_1","Input.premID_2","Input.mask-type_2","Input.hypoID_2","Input.premise_2","Input.hypothesis_2","Input.orig-prob_2","Input.model-label_2","Input.flip-class_2","Input.premID_3","Input.mask-type_3","Input.hypoID_3","Input.premise_3","Input.hypothesis_3","Input.orig-prob_3","Input.model-label_3","Input.flip-class_3","Input.premID_4","Input.mask-type_4","Input.hypoID_4","Input.premise_4","Input.hypothesis_4","Input.orig-prob_4","Input.model-label_4","Input.flip-class_4","Input.premID_5","Input.mask-type_5","Input.hypoID_5","Input.premise_5","Input.hypothesis_5","Input.orig-prob_5","Input.model-label_5","Input.flip-class_5","Answer.comments","Answer.numanswered","Answer.response_1","Answer.response_2","Answer.response_3","Answer.response_4","Answer.response_5","Answer.useragent","Approve","Reject"
"3P0I4CQYVZ94DHX7RDDLOGJ2M5OWOV","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:01 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:01 PDT 2021","","","30OG32W0SVDV0G9YV0O3B58JM6VNEA","A2E0LU8V4EUX5C","Approved","Thu Apr 29 08:53:03 PDT 2021","Thu Apr 29 08:55:30 PDT 2021","Sun May 02 08:55:30 PDT 2021","Sun May 02 08:56:26 PDT 2021","","","147","100% (68/68)","100% (58/58)","100% (58/58)","12000","content-words","62087"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large inland hamlet on the island.","1","neutral","Certain-Flip","12000","content-words","62086"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the capital of a large city on the island.","1","contradiction","Uncertain-Same","12000","original","62074"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large city on the island.","1","contradiction","Certain-Same","12000","content-words","62074"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a hamlet located on the island.","1","entailment","Uncertain-Flip","12000","content-words","62076"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large town on the island.","1","neutral","Uncertain-Flip","{}","5","neutral","contradiction","contradiction","entailment","contradiction","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0"
"3P0I4CQYVZ94DHX7RDDLOGJ2M5OWOV","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:01 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:01 PDT 2021","","","3F6KKYWMNC3Q8AVYZ5DJ5NQYMTKDNV","A270HX8LH9LJ8W","Approved","Thu Apr 29 07:22:05 PDT 2021","Thu Apr 29 07:35:38 PDT 2021","Sun May 02 07:35:38 PDT 2021","Sun May 02 07:36:26 PDT 2021","","","813","100% (150/150)","100% (87/87)","100% (87/87)","12000","content-words","62087"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large inland hamlet on the island.","1","neutral","Certain-Flip","12000","content-words","62086"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the capital of a large city on the island.","1","contradiction","Uncertain-Same","12000","original","62074"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large city on the island.","1","contradiction","Certain-Same","12000","content-words","62074"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a hamlet located on the island.","1","entailment","Uncertain-Flip","12000","content-words","62076"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large town on the island.","1","neutral","Uncertain-Flip","{}","5","neutral","contradiction","contradiction","entailment","contradiction","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"329E6HTMSX4OWSA4J1AQC2RW47K3KC","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:01 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:01 PDT 2021","","","3D3VGR7TA1HD5GLTZNOO1Y9WWDP3RG","A270HX8LH9LJ8W","Approved","Thu Apr 29 08:05:44 PDT 2021","Thu Apr 29 08:15:33 PDT 2021","Sun May 02 08:15:33 PDT 2021","Sun May 02 08:16:26 PDT 2021","","","589","100% (150/150)","100% (87/87)","100% (87/87)","10692","content-words","55028","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to seven copy edits, he felt even more secure than he did the night before.","1","neutral","Certain-Same","10692","content-words","55044","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to six pastes he felt even more secure than he did the night before.","1","neutral","Uncertain-Same","10692","original","55035","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to seven copy pastes he felt even more secure than he did the night before.","1","neutral","Certain-Same","10692","content-words","55035","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to seven copy pastes he felt even more secure than he did.","1","entailment","Uncertain-Flip","10692","content-words","55038","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to seven copy pastes he felt even more secure than he did the first time.","1","neutral","Uncertain-Same","{}","5","neutral","neutral","neutral","entailment","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"329E6HTMSX4OWSA4J1AQC2RW47K3KC","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:01 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:01 PDT 2021","","","3V5Q80FXIYTW1W48KX9N0Q1OKP6235","A2E0LU8V4EUX5C","Approved","Fri Apr 30 10:01:32 PDT 2021","Fri Apr 30 10:02:33 PDT 2021","Mon May 03 10:02:33 PDT 2021","Mon May 03 10:03:30 PDT 2021","","","61","100% (68/68)","100% (58/58)","100% (58/58)","10692","content-words","55028","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to seven copy edits, he felt even more secure than he did the night before.","1","neutral","Certain-Same","10692","content-words","55044","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to six pastes he felt even more secure than he did the night before.","1","neutral","Uncertain-Same","10692","original","55035","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to seven copy pastes he felt even more secure than he did the night before.","1","neutral","Certain-Same","10692","content-words","55035","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to seven copy pastes he felt even more secure than he did.","1","entailment","Uncertain-Flip","10692","content-words","55038","And when he did five to seven copypastes, which resulted in two smaller contracts, he felt even more than secure.","When he did five to seven copy pastes he felt even more secure than he did the first time.","1","neutral","Uncertain-Same","{}","5","contradiction","contradiction","entailment","entailment","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0"
"3PUOXASB58550PY60BEAQUIV886Z9A","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:02 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:02 PDT 2021","","","3R2UR8A0IBIMO10RRKE8EJTVSMSOXG","A1W7I6FN183I8F","Approved","Thu Apr 29 11:08:25 PDT 2021","Thu Apr 29 11:43:26 PDT 2021","Sun May 02 11:43:26 PDT 2021","Sun May 02 11:44:26 PDT 2021","","","2101","100% (940/940)","100% (101/101)","100% (100/100)","12404","content-words","64002","do you know who the guy was that was playing the uh the the wagon driver","Do you know who played the guy driving the red wagon?","1","neutral","Certain-Same","12404","content-words","64012","do you know who the guy was that was playing the uh the the wagon driver","Do you know who played the driver of the                ?","1","entailment","Uncertain-Flip","12404","original","64013","do you know who the guy was that was playing the uh the the wagon driver","Do you know who played the driver of the red wagon?","1","neutral","Certain-Same","12404","content-words","64013","do you know who the guy was that was playing the uh the the wagon driver","Do you know who played the driver of the station wagon?","1","neutral","Uncertain-Same","12404","content-words","64009","do you know who the guy was that was playing the uh the the wagon driver","Do you know who played the driver of the red?","1","entailment","Uncertain-Flip","{}","5","neutral","neutral","neutral","neutral","contradiction","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3OB6JN3A9RRB5IV9F3O29DMGZQURM8","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:02 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:02 PDT 2021","","","3OJSZ2ATDTY61COI4SEBBEGG9YY57N","A2615YW1YERQBO","Approved","Thu Apr 29 09:49:20 PDT 2021","Thu Apr 29 12:37:33 PDT 2021","Sun May 02 12:37:33 PDT 2021","Sun May 02 12:38:26 PDT 2021","","","10093","100% (114/114)","100% (97/97)","100% (96/96)","3413","content-words","17798","so i don't know i i i have no idea what to do about it","I don't know what to do about the.","1","entailment","Certain-Flip","3413","content-words","17793","so i don't know i i i have no idea what to do about it","I don't know what to do about what I've got.","1","neutral","Uncertain-Same","3413","original","17797","so i don't know i i i have no idea what to do about it","I don't know what to do about the cold I got.","1","neutral","Certain-Same","3413","content-words","17797","so i don't know i i i have no idea what to do about it","I don't know what to do about the problem I've got.","1","entailment","Uncertain-Flip","3413","content-words","17796","so i don't know i i i have no idea what to do about it","I don't know what to do about the problem I got.","1","neutral","Uncertain-Same","{}","5","neutral","neutral","neutral","entailment","entailment","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3OB6JN3A9RRB5IV9F3O29DMGZQURM8","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:02 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:02 PDT 2021","","","3PMBY0YE285VEGLQYZZ33GDWW5FC9L","A1W7I6FN183I8F","Approved","Thu Apr 29 10:50:14 PDT 2021","Thu Apr 29 11:01:04 PDT 2021","Sun May 02 11:01:04 PDT 2021","Sun May 02 11:01:26 PDT 2021","","","650","100% (940/940)","100% (101/101)","100% (100/100)","3413","content-words","17798","so i don't know i i i have no idea what to do about it","I don't know what to do about the.","1","entailment","Certain-Flip","3413","content-words","17793","so i don't know i i i have no idea what to do about it","I don't know what to do about what I've got.","1","neutral","Uncertain-Same","3413","original","17797","so i don't know i i i have no idea what to do about it","I don't know what to do about the cold I got.","1","neutral","Certain-Same","3413","content-words","17797","so i don't know i i i have no idea what to do about it","I don't know what to do about the problem I've got.","1","entailment","Uncertain-Flip","3413","content-words","17796","so i don't know i i i have no idea what to do about it","I don't know what to do about the problem I got.","1","neutral","Uncertain-Same","{}","5","neutral","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"38B7Q9C28H73CFEVY6HZTWP034A69R","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:02 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:02 PDT 2021","","","31Q0U3WYDQH7DUNZ35CZ8O3ZXI0178","A2E0LU8V4EUX5C","Approved","Thu Apr 29 10:45:03 PDT 2021","Thu Apr 29 10:46:20 PDT 2021","Sun May 02 10:46:20 PDT 2021","Sun May 02 10:46:26 PDT 2021","","","77","100% (68/68)","100% (58/58)","100% (58/58)","2961","content-words","15362","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of the military.","0.99","contradiction","Certain-Flip","2961","content-words","15365","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of.","0.99","entailment","Uncertain-Same","2961","original","15356","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of homeland security.","0.99","entailment","Certain-Same","2961","content-words","15356","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for the lack of homeland security.","0.99","entailment","Uncertain-Same","2961","content-words","15352","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of homeland security in the new department.","0.99","contradiction","Uncertain-Flip","{}","5","contradiction","contradiction","entailment","neutral","entailment","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:88.0) Gecko/20100101 Firefox/88.0"
"38B7Q9C28H73CFEVY6HZTWP034A69R","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:02 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:02 PDT 2021","","","340UGXU9DZ3PXHFTNRPZP4OZUYJUV9","A1PAY3X73PQ16S","Approved","Thu Apr 29 19:18:56 PDT 2021","Fri Apr 30 00:27:53 PDT 2021","Mon May 03 00:27:53 PDT 2021","Mon May 03 00:28:28 PDT 2021","","","18537","100% (473/473)","100% (81/81)","100% (78/78)","2961","content-words","15362","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of the military.","0.99","contradiction","Certain-Flip","2961","content-words","15365","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of.","0.99","entailment","Uncertain-Same","2961","original","15356","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of homeland security.","0.99","entailment","Certain-Same","2961","content-words","15356","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for the lack of homeland security.","0.99","entailment","Uncertain-Same","2961","content-words","15352","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of homeland security in the new department.","0.99","contradiction","Uncertain-Flip","{}","5","neutral","neutral","entailment","neutral","neutral","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3CKVGCS3PH7Q3JOF5N191QKZIPD0SV","3ISL4H6O6IL5SOPI5J5VC591UJMCIZ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu Apr 29 07:10:03 PDT 2021","3","BatchId:4425246;OriginalHitTemplateId:920937340;","43200","259200","Thu May 06 07:10:03 PDT 2021","","","39ASUFLU6Y90CAN2X6BC97ZHOKCXEB","A1W7I6FN183I8F","Approved","Thu Apr 29 09:52:15 PDT 2021","Thu Apr 29 10:07:26 PDT 2021","Sun May 02 10:07:26 PDT 2021","Sun May 02 10:08:26 PDT 2021","","","911","100% (940/940)","100% (101/101)","100% (100/100)","8472","content-words","42979","This may have been to stop soldiers on horseback storming into the church.","The soldiers were on horses and had no trouble invading churches.","0.99","neutral","Uncertain-Same","8472","content-words","42986","This may have been to stop soldiers on horseback storming into the church.","The soldiers were not cruel and had no trouble invading churches.","0.99","contradiction","Uncertain-Flip","8472","original","42992","This may have been to stop soldiers on horseback storming into the church.","The soldiers were cruel and had no trouble invading churches.","0.99","neutral","Certain-Same","8472","content-words","42992","This may have been to stop soldiers on horseback storming into the church.","The soldiers were having no trouble invading churches.","0.99","neutral","Uncertain-Same","8472","content-words","42989","This may have been to stop soldiers on horseback storming into the church.","The soldiers were cruel and had no trouble.","0.99","neutral","Certain-Same","{}","5","neutral","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
