"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.premID_1","Input.mask-type_1","Input.hypoID_1","Input.premise_1","Input.hypothesis_1","Input.orig-prob_1","Input.model-label_1","Input.flip-class_1","Input.premID_2","Input.mask-type_2","Input.hypoID_2","Input.premise_2","Input.hypothesis_2","Input.orig-prob_2","Input.model-label_2","Input.flip-class_2","Input.premID_3","Input.mask-type_3","Input.hypoID_3","Input.premise_3","Input.hypothesis_3","Input.orig-prob_3","Input.model-label_3","Input.flip-class_3","Input.premID_4","Input.mask-type_4","Input.hypoID_4","Input.premise_4","Input.hypothesis_4","Input.orig-prob_4","Input.model-label_4","Input.flip-class_4","Input.premID_5","Input.mask-type_5","Input.hypoID_5","Input.premise_5","Input.hypothesis_5","Input.orig-prob_5","Input.model-label_5","Input.flip-class_5","Answer.comments","Answer.numanswered","Answer.response_1","Answer.response_2","Answer.response_3","Answer.response_4","Answer.response_5","Answer.useragent","Approve","Reject"
"3NSCTNUR20PLYUOMLTLUXLMKDUJA52","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","36ZN444YTS0PY6BWSYE7B96G5TSOIP","A2615YW1YERQBO","Submitted","Thu May 06 13:03:14 PDT 2021","Thu May 06 13:30:19 PDT 2021","Sun May 09 13:30:19 PDT 2021","","","","1625","100% (114/114)","100% (97/97)","100% (93/93)","12000","content-words","62087"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large inland hamlet on the island.","1","neutral","Certain-Flip","12000","content-words","62086"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the capital of a large city on the island.","1","contradiction","Uncertain-Same","12000","original","62074"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large city on the island.","1","contradiction","Certain-Same","12000","content-words","62074"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a hamlet located on the island.","1","entailment","Uncertain-Flip","12000","content-words","62076"," You may want to visit some of the other inland hamlets Santa In??s, Sant Joan, and Sant Carles, to name just three.","Sant Joan is the name of a large town on the island.","1","neutral","Uncertain-Flip","{}","5","neutral","neutral","neutral","entailment","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3GS542CVJWP7TBEHTN7U1QB07C159I","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","3570Y55XZQLNWT938XN2SOR24QZGY0","A1W7I6FN183I8F","Submitted","Thu May 06 13:03:47 PDT 2021","Thu May 06 13:14:52 PDT 2021","Sun May 09 13:14:52 PDT 2021","","","","665","100% (941/941)","100% (102/102)","100% (101/101)","3413","content-words","17798","so i don't know i i i have no idea what to do about it","I don't know what to do about the.","1","entailment","Certain-Flip","3413","content-words","17793","so i don't know i i i have no idea what to do about it","I don't know what to do about what I've got.","1","neutral","Uncertain-Same","3413","original","17797","so i don't know i i i have no idea what to do about it","I don't know what to do about the cold I got.","1","neutral","Certain-Same","3413","content-words","17797","so i don't know i i i have no idea what to do about it","I don't know what to do about the problem I've got.","1","entailment","Uncertain-Flip","3413","content-words","17796","so i don't know i i i have no idea what to do about it","I don't know what to do about the problem I got.","1","neutral","Uncertain-Same","{}","5","neutral","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"38Z7YZ2SB44PXYQIH91ACU5UMYAQIY","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","3F6HPJW4JE2TSU6WUHKP5NCLJZSW2W","A1W7I6FN183I8F","Submitted","Thu May 06 12:59:19 PDT 2021","Thu May 06 13:01:56 PDT 2021","Sun May 09 13:01:56 PDT 2021","","","","157","100% (941/941)","100% (102/102)","100% (101/101)","2961","content-words","15362","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of the military.","0.99","contradiction","Certain-Flip","2961","content-words","15365","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of.","0.99","entailment","Uncertain-Same","2961","original","15356","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of homeland security.","0.99","entailment","Certain-Same","2961","content-words","15356","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for the lack of homeland security.","0.99","entailment","Uncertain-Same","2961","content-words","15352","In doing so, the Congress will still need to hold agencies accountable for the homeland security missions that are not incorporated in the new department.","In doing so, congress will need to hold agencies accountable for missions of homeland security in the new department.","0.99","contradiction","Uncertain-Flip","{}","5","contradiction","neutral","entailment","contradiction","entailment","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3IVKZBIBJ1B1EJUB3V8U7IJG49GSHW","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","3XM0HYN6NL1V31LBBF1VFUDEN5HEPN","A1W7I6FN183I8F","Submitted","Thu May 06 13:03:41 PDT 2021","Thu May 06 13:06:28 PDT 2021","Sun May 09 13:06:28 PDT 2021","","","","167","100% (941/941)","100% (102/102)","100% (101/101)","8472","content-words","42979","This may have been to stop soldiers on horseback storming into the church.","The soldiers were on horses and had no trouble invading churches.","0.99","neutral","Uncertain-Same","8472","content-words","42986","This may have been to stop soldiers on horseback storming into the church.","The soldiers were not cruel and had no trouble invading churches.","0.99","contradiction","Uncertain-Flip","8472","original","42992","This may have been to stop soldiers on horseback storming into the church.","The soldiers were cruel and had no trouble invading churches.","0.99","neutral","Certain-Same","8472","content-words","42992","This may have been to stop soldiers on horseback storming into the church.","The soldiers were having no trouble invading churches.","0.99","neutral","Uncertain-Same","8472","content-words","42989","This may have been to stop soldiers on horseback storming into the church.","The soldiers were cruel and had no trouble.","0.99","neutral","Certain-Same","{}","5","neutral","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3DQYSJDTYMDXQQP8746BLN3VR8QXET","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","3EA3QWIZ4JX5BYG4OF065JC3418TIF","A1W7I6FN183I8F","Submitted","Thu May 06 13:02:08 PDT 2021","Thu May 06 13:03:20 PDT 2021","Sun May 09 13:03:20 PDT 2021","","","","72","100% (941/941)","100% (102/102)","100% (101/101)","7630","content-words","38781","An announcement in the Commerce Business Daily orRequest for other publication requesting industry comment onComment draft specifications for resources.","There is no announcement that the Commerce Business Daily is looking for comments.","0.98","contradiction","Certain-Flip","7630","content-words","38782","An announcement in the Commerce Business Daily orRequest for other publication requesting industry comment onComment draft specifications for resources.","The announcement in the Commerce Business Daily is looking for.","0.98","entailment","Uncertain-Same","7630","original","38777","An announcement in the Commerce Business Daily orRequest for other publication requesting industry comment onComment draft specifications for resources.","The announcement in the Commerce Business Daily is looking for comments.","0.98","entailment","Certain-Same","7630","content-words","38777","An announcement in the Commerce Business Daily orRequest for other publication requesting industry comment onComment draft specifications for resources.","The announcement in the Commerce Business Daily is looking.","0.98","neutral","Uncertain-Flip","7630","content-words","38783","An announcement in the Commerce Business Daily orRequest for other publication requesting industry comment onComment draft specifications for resources.","The announcement in the Commerce Business Daily is.","0.98","entailment","Uncertain-Same","{}","5","contradiction","neutral","entailment","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3SMIWMMK627ZQMH4NZPUNMBR4UEUWE","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","33NF62TLXK423QANCO7EGT47Y37JKC","A1W7I6FN183I8F","Submitted","Thu May 06 13:03:50 PDT 2021","Thu May 06 13:17:53 PDT 2021","Sun May 09 13:17:53 PDT 2021","","","","843","100% (941/941)","100% (102/102)","100% (101/101)","8203","content-words","41573","The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information","The New Disclosure Option final rule gives mutual fund.","0.97","entailment","Uncertain-Flip","8203","content-words","41558","The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information","The New Disclosure Option final rule gives mutual fund customers.","0.97","entailment","Uncertain-Flip","8203","original","41572","The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information","The New Disclosure Option final rule gives mutual fund customers little information.","0.97","contradiction","Certain-Same","8203","content-words","41572","The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information","The New Disclosure Option's final rule gives mutual fund customers little information.","0.97","contradiction","Certain-Same","8203","content-words","41567","The New Disclosure Option final rule permits a mutual fund to offer investors a new disclosure document called a Aprofile, which summarizes key information","The New Disclosure Option final rule gives mutual fund investors too little information.","0.97","contradiction","Uncertain-Same","{}","5","contradiction","contradiction","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3DGDV62G7PB0M1B1ST1TP983S6S2P9","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","3R6P78PK7LDRF7A9YR03K7ZNPOHGTB","A1W7I6FN183I8F","Submitted","Thu May 06 13:03:41 PDT 2021","Thu May 06 13:05:49 PDT 2021","Sun May 09 13:05:49 PDT 2021","","","","128","100% (941/941)","100% (102/102)","100% (101/101)","4291","content-words","22137","To reach the entrance, go back up David Street and turn left up a small alleyway.","The entrance is at the intersection of David Street and up an alleyway.","0.97","entailment","Certain-Same","4291","content-words","22136","To reach the entrance, go back up David Street and turn left up a small alleyway.","The entrance is at the end of David Street and up.","0.97","entailment","Uncertain-Same","4291","original","22132","To reach the entrance, go back up David Street and turn left up a small alleyway.","The entrance is at the end of David Street and up an alleyway.","0.97","entailment","Certain-Same","4291","content-words","22132","To reach the entrance, go back up David Street and turn left up a small alleyway.","The entrance is at the end of David Street and up an.","0.97","entailment","Uncertain-Same","4291","content-words","22131","To reach the entrance, go back up David Street and turn left up a small alleyway.","The entrance to the store is at the end of David Street and up an alleyway.","0.97","neutral","Uncertain-Flip","{}","5","neutral","neutral","neutral","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3Y40HMYLL2KEFMMUX4LGP5PYDWKUX7","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","337RC3OW064MERSZEDXYYHSGIQJLV2","A1W7I6FN183I8F","Submitted","Thu May 06 13:03:55 PDT 2021","Thu May 06 13:21:59 PDT 2021","Sun May 09 13:21:59 PDT 2021","","","","1084","100% (941/941)","100% (102/102)","100% (101/101)","24933","data-slices","13579","To get a clear sense of the original, start with the villa's excellent scale model.","There are no other models of the villa at all.","1","contradiction","Uncertain-Same","24933","data-slices","13575","To get a clear sense of the original, start with the villa's excellent scale model.","There are no other scale models of the villa at all.","1","neutral","Uncertain-Flip","24933","original","13581","To get a clear sense of the original, start with the villa's excellent scale model.","There are no scale models of the villa at all.","1","contradiction","Certain-Same","24933","data-slices","13581","To get a clear sense of the original, start with the villa's excellent scale model.","There are no small scale models of the villa at all.","1","contradiction","Uncertain-Same","24933","data-slices","13574","To get a clear sense of the original, start with the villa's excellent scale model.","There are no scale models of the.","1","contradiction","Certain-Same","{}","5","neutral","neutral","contradiction","contradiction","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3NSCTNUR20PLYUOMLTLUXLMKDUJ5AX","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:54 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:54 PDT 2021","","","3L4D84MIL0UB109F634H31OF6M3JH8","A1W7I6FN183I8F","Submitted","Thu May 06 13:03:44 PDT 2021","Thu May 06 13:10:56 PDT 2021","Sun May 09 13:10:56 PDT 2021","","","","432","100% (941/941)","100% (102/102)","100% (101/101)","38286","data-slices","20925","MAST has been self-administered and used in a computer format.","There is an easy way to administer MAST without close supervision.","1","neutral","Uncertain-Flip","38286","data-slices","20924","MAST has been self-administered and used in a computer format.","There is only one way to administer MAST without close supervision.","1","neutral","Uncertain-Flip","38286","original","20923","MAST has been self-administered and used in a computer format.","There is no way to administer MAST without close supervision.","1","contradiction","Certain-Same","38286","data-slices","20923","MAST has been self-administered and used in a computer format.","There is no other way to administer MAST without close supervision.","1","contradiction","Uncertain-Same","38286","data-slices","20921","MAST has been self-administered and used in a computer format.","There is a way to administer MAST without close supervision.","1","entailment","Certain-Flip","{}","5","neutral","neutral","contradiction","contradiction","contradiction","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
"3TC2K6WK9H4FG9CK6CZI3NDD3WS82V","33EWSTAVY65JSSFNLH4F3O6YU11WVQ","Label a pair of sentences","Read pairs of sentences and decide what the relation between them is (~5min)","text, English, sentence, labeling","$1.60","Thu May 06 00:46:55 PDT 2021","1","BatchId:4432457;OriginalHitTemplateId:920937340;","43200","259200","Thu May 13 00:46:55 PDT 2021","","","3IHR8NYAM83DBZOIM9PI681NAFIP4L","A2615YW1YERQBO","Submitted","Thu May 06 07:32:17 PDT 2021","Thu May 06 08:10:03 PDT 2021","Sun May 09 08:10:03 PDT 2021","","","","2266","100% (114/114)","100% (97/97)","100% (93/93)","74881","data-slices","40471","He also had orang laut pirates patrolling the seas to extort tribute from passing ships.","The pirates were at port every night to patrol the ocean.","1","neutral","Certain-Flip","74881","data-slices","40476","He also had orang laut pirates patrolling the seas to extort tribute from passing ships.","The pirates were at port and would patrol the ocean.","1","neutral","Uncertain-Flip","74881","original","40472","He also had orang laut pirates patrolling the seas to extort tribute from passing ships.","The pirates were at port and chose not to patrol the ocean.","1","contradiction","Certain-Same","74881","data-slices","40472","He also had orang laut pirates patrolling the seas to extort tribute from passing ships.","The pirates were at port and chose to patrol the ocean.","1","contradiction","Uncertain-Same","74881","data-slices","40475","He also had orang laut pirates patrolling the seas to extort tribute from passing ships.","The pirates were at port and were paid to patrol the ocean.","1","contradiction","Uncertain-Same","{}","5","neutral","neutral","contradiction","neutral","neutral","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
