"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.id1","Input.premise1","Input.hypothesis1","Input.lang1","Input.score1","Input.id2","Input.premise2","Input.hypothesis2","Input.lang2","Input.score2","Input.id3","Input.premise3","Input.hypothesis3","Input.lang3","Input.score3","Input.id4","Input.premise4","Input.hypothesis4","Input.lang4","Input.score4","Input.id5","Input.premise5","Input.hypothesis5","Input.lang5","Input.score5","Answer.c1.c","Answer.c2.c","Answer.c3.c","Answer.c4.c","Answer.c5.c","Answer.e1.e","Answer.e2.e","Answer.e3.e","Answer.e4.e","Answer.e5.e","Answer.n1.n","Answer.n2.n","Answer.n3.n","Answer.n4.n","Answer.n5.n","Answer.x1.x","Answer.x2.x","Answer.x3.x","Answer.x4.x","Answer.x5.x","Approve","Reject"
"301KG0KX9DN89KDD9GTOG06C21L2HB","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:34 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:34 PDT 2020","","","3NXNZ5RS1BZP2ZQU7IRSNULHVSD796","A3RYH6OUH7BJ4Z","Approved","Sat Jun 13 14:02:19 PDT 2020","Sat Jun 13 14:04:44 PDT 2020","Tue Jun 16 14:04:44 PDT 2020","Mon Jun 15 10:02:56 PDT 2020","","","145","100% (1/1)","100% (1/1)","100% (1/1)","wikimatrix_5180","Services typically have a WSDL interface (Web Services Description Language) that any WCF client can use to consume the service, regardless of which platform the service is hosted on.","A typical service is a WSDL interface that allows any WCF client to receive service, regardless of which platform service is provided.","ja","1.0507962404630249","wikimatrix_8038","The Lord-in-waiting Lord Wallace of Saltaire said on behalf of the government that it would be ""inappropriate"" to publish the report in the months leading up to the next general election in 2015.","The Lord-in-Waiting Lord Wallace of Saltaire said in favor of the government's attitude that it was ""inappropriate"" to publish the report in the run-up to the 2015 elections.","de","1.081581404515907","wikimatrix_742","Since Singapore is a mixed cultural nation there is a diverse range of people who might have different and restricted diets, such as Muslims and Hindus.","Since Singapore is a mixed cultural nation, there are a wide range of people who have different customs and courtesy phrases, such as Muslims and Hindus.","cs","1.074546124207686","wikimatrix_815","When the systems developed, the idea was that certain issues (such as commercial transactions) would be covered by colonial law, and other issues (family and marriage) would be covered by traditional law.","They agree, however, that the EU as such should be a free trade and voluntary cooperation zone, without directives and regulations (EU Secondary Law).","cs","1.0219478510289928","wikimatrix_9528","It resulted in Sheikh Muszaphar Shukor becoming the first Malaysian in space on 10 October 2007.","On September 4, 2007, Sheikh Muszaphar Shukor was chosen as the first Malaysian spaceman.","id","1.0345500868029385","false","false","false","true","false","false","true","false","false","false","true","false","true","false","true","false","false","false","false","false"
"302OLP89D096XFX10382BRSU1X8ACH","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:44 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:44 PDT 2020","","","32SVAV9L3GBL6ZZCXC2268KLW8AA3K","A2YAYHZYI7M3HD","Approved","Sat Jun 13 14:04:15 PDT 2020","Sat Jun 13 14:07:47 PDT 2020","Tue Jun 16 14:07:47 PDT 2020","Mon Jun 15 10:03:05 PDT 2020","","","212","100% (36/36)","100% (35/35)","100% (35/35)","wikimatrix_11594","Most reported incidents of sex abuse occurred between 1950 and 1989.","Fifty major accidents occurred between 1918 and 2015.","fr","1.0455128828712088","wikimatrix_924","One of the more visible changes will be a transition from 2D to 3D graphics.","The most fundamental change is the transition to 3D graphics.","cs","1.0473177776690243","wikimatrix_4988","If you have one language as long as you belong to one dialect, and if you judge them by whether you can ""communicate"" the fundamental and most important element of language.","Whether a neologism continues as part of the language depends on many factors, probably the most important of which is acceptance by the public.","ja","1.0260360453304551","wikimatrix_6796","At that time it was still unknown whether it would be built on the old area, or on a new one.","It is unclear whether it was rebuilt afterwards or whether a new building was built.","de","1.0340856861445369","wikimatrix_3708","This suggests the pyramid may have been designed to serve as a means to magically launch the deceased pharaoh's soul directly into the abode of the gods.","This suggests that the pyramid was a magical device to deliver Pharaoh's soul to God.","ja","1.0250946545359845","true","false","false","false","false","false","true","false","true","true","false","false","true","false","false","false","false","false","false","false"
"302OLP89D096XFX10382BRSU1X8CAJ","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:36 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:36 PDT 2020","","","3SNLUL3WO5PM1C3Z9NNT2VQW3XRLUJ","A2TBXASXZIRNNW","Approved","Sat Jun 13 14:01:43 PDT 2020","Sat Jun 13 14:06:19 PDT 2020","Tue Jun 16 14:06:19 PDT 2020","Mon Jun 15 10:03:28 PDT 2020","","","276","100% (1750/1750)","100% (70/70)","100% (70/70)","wikimatrix_9692","In answer to this, goods were taken to the Vaal River by train and then taken further by wagon to avoid paying the higher prices in the Transvaal.","As a result, premium - filled boiler carriages gasped the railway tracks and left the Purwojaya train to be held at the Garanggandule Station.","id","1.0241926942575736","wikimatrix_6700","He assumed that Moses had written the Pentateuch.","Tin wanted to see her paintings.","de","1.0294129597709358","wikimatrix_11597","Before treating a patient, the Healer began with prayer, to invite the participation of God (Xoy in Chumash) in the healing process.","After establishing a link with Allah, and after making the wûdû (ablutions), the Muslim faces the qibla silently to begin his prayer.","fr","1.0272268081536158","wikimatrix_1478","There are other forms of consecrated life in the Catholic Church for men and women.","In the Catholic Church, there are other forms of promise for individual men and women.","cs","1.0626765712009525","wikimatrix_4068","The first Chromebox, released by Samsung on May 29, 2012, ran a dual-core Intel Celeron Processor 867 at 1.3 GHz, and featured six USB 2.0 ports and two DisplayPort++ slots compatible with HDMI, DVI, and VGA.","The first Chromebox released from Samson on May 29, 2012, operated at 1.3Gz dual core Celeron processor 867, with six USB ports, HDM, DVI, and VGA compatible DSplayP+ slots.","ja","1.0625956052670644","false","true","false","false","false","false","false","false","true","true","true","false","true","false","false","false","false","false","false","false"
"304QEQWKZQMB5RWMY6K0HLAYHPF0OD","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:50 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:50 PDT 2020","","","3TVSS0C0E22NCT09DW4L6ALAIQPTWU","A2YYQJ3JWA2KGD","Approved","Sat Jun 13 19:03:38 PDT 2020","Sat Jun 13 19:30:33 PDT 2020","Tue Jun 16 19:30:33 PDT 2020","Mon Jun 15 10:03:42 PDT 2020","","","1615","100% (245/245)","100% (237/237)","100% (81/81)","wikimatrix_6217","He sought to improve the relations of his kingdom with his Muslim neighbors; however, like his father, he was unsuccessful in convincing the powers in Egypt to ordain an abuna or metropolitan for the Ethiopian Orthodox Church.","Like his father, however, he failed to convince the rulers in Egypt to appoint an Abuna or Metropolitan for the Ethiopian Orthodox Church.","de","1.025777811019275","wikimatrix_5248","Several other landmark buildings were fully renovated and transformed into condominiums, hotels, offices or for cultural uses.","However, many of the old houses have already been turned into hotels, apartments, public facilities, and lost.","ja","1.020811804138997","wikimatrix_5940","You have plains on one side and a very high range of mountains on the other.""","It is slightly higher than the neighbouring mountains and largely separated from them.","de","1.0767285353874867","wikimatrix_2283","This mode represents the idea that members of the higher rankings are responsible for the members of the lower rankings.","This is the mechanism with which the higher layers include the role of the lower layers.","cs","1.0317127794253238","wikimatrix_12895","Ports of significant size are located in Tauranga, Whakatane and Ohiwa.","Sizeable harbours are located at Tauranga, Whakatane and Ohiwa.","fr","1.0645497098864354","false","false","false","false","false","true","true","true","true","true","false","false","false","false","false","false","false","false","false","false"
"306996CF6XMRTMSVQKJEP6T9FI21BD","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:20 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:20 PDT 2020","","","3MD9PLUKKJGTBB0URN2GWF90AA6NZC","A1E77HZO63E334","Approved","Sat Jun 13 14:01:36 PDT 2020","Sat Jun 13 14:24:03 PDT 2020","Tue Jun 16 14:24:03 PDT 2020","Mon Jun 15 10:03:53 PDT 2020","","","1347","100% (212/212)","100% (151/151)","100% (79/79)","wikimatrix_7937","He developed the first theories on modern, mobile tank warfare and categories for different types of warfare.","He ordered building of the mobile towers and canons of different sizes.","de","1.0251454588880866","wikimatrix_7735","On 30 October 2013 the Authority released a draft report as part of its Targets and Progress Review.","The Commission published its findings on 21 October 2010 as a book entitled The Office and the past.","de","1.0252003646156636","wikimatrix_4366","Since the nineteenth century, early improvements and alterations to the river were for the purposes of navigation.","During the 19th and early 20th centuries, trains and railroads were opened and developed as resorts.","ja","1.02000552422851","wikimatrix_5059","Hawkins was unable to help prevent Dagenham's relegation to the National League in 2016.","Toshihara resigned as director of the board in 2016.","ja","1.0210181383442372","wikimatrix_3185","This dual activity of pomalidomide makes it more efficacious than thalidomide both in vitro and in vivo.","With this double-activation, Pomalidomide showed greater effectiveness in both in vitro and in vivo.","ja","1.0414194186462458","false","true","false","false","false","false","false","false","false","true","true","false","true","true","false","false","false","false","false","false"
"306996CF6XMRTMSVQKJEP6T9FI2B1N","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:51 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:51 PDT 2020","","","3M1CVSFP617DD05EVNEYJGDW60OAQN","A13CLN8L5HFT46","Approved","Sat Jun 13 14:04:41 PDT 2020","Sat Jun 13 14:05:49 PDT 2020","Tue Jun 16 14:05:49 PDT 2020","Mon Jun 15 10:03:44 PDT 2020","","","68","100% (14/14)","100% (14/14)","100% (14/14)","wikimatrix_8648","Palais Thurn und Taxis, rebuilt 2004–2009, reconstruction of a palace originally built 1731–1739.","Palais Thurn und Taxis, rebuilt 2004-2009, reconstruction of the palace once built 1731-1739.","id","1.1075288850205414","wikimatrix_286","The Falcons made a surprise trade up with the Cleveland Browns in the 2011 NFL draft to select Alabama wide receiver Julio Jones sixth overall.","Before the draft in 2011, they exchanged their picks with Cleveland Browns and got Julio Jones' wide receiver.","cs","1.036206640881462","wikimatrix_12581","The most notable of the absent scenes is The Dream of Nikanor Ivanovich, in which Bulgakov denounces, through the dream of a protagonist, the show trials in the Soviet Union.","The most remarkable missing scene of the novel is Nikanor Ivanovich's dream, in which Bulgakov denounced the Moscow Trials in the Soviet Union through the dream of a character.","fr","1.0587986387630304","wikimatrix_6177","In the meantime, he also attended the University of Heidelberg.","He studied also at the University of Heidelberg.","de","1.026055395733399","wikimatrix_5182","On this point, on July 30 of that year, the president of the British Olympic Committee, Collin Moynihan, held a press conference and said, ""She's getting a WADA doping test.""","On July 30, former Republican House Speaker Newt Gingrich, declared that the House bill had ""a bias toward euthanasia"".","ja","1.0209447519069252","false","false","false","false","true","true","false","true","true","false","false","true","false","false","false","false","false","false","false","false"
"306W7JMRYZ094MCGP5ST4GGHTO88B4","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:46 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:46 PDT 2020","","","3R6P78PK7LDRF7A9YR03K7ZMO20GTJ","A3PYB8Z6FFWSOV","Approved","Sat Jun 13 14:04:09 PDT 2020","Sat Jun 13 14:23:51 PDT 2020","Tue Jun 16 14:23:51 PDT 2020","Mon Jun 15 10:03:07 PDT 2020","","","1182","100% (25/25)","100% (25/25)","100% (25/25)","wikimatrix_12934","Dasher also worked as a production assistant on the film Reservations in 2008.","She also worked as a production assistant on the release film in 2008.","fr","1.0429296236133183","wikimatrix_6820","The season garnered an average of 23.7 million viewers in the U.S. per all 23 episodes, ranking as the fourth most-watched television series during the 2004–05 American television season.","The entire season saw an average of 15.23 million viewers in the USA, making it 18th in the list of most popular series in the 1999/2000 television season.","de","1.0236455749590427","wikimatrix_452","It is a conservative Christian-democratic party, whose current chairman is Jenis and Rana.","It is currently Liberal Democrat controlled, and has Beacon Council status.","cs","1.0222001933993503","wikimatrix_13716","Ephesite found in its natural state is translucent and pink in color.","With glassy, transparent to translucent brilliance, the rosel is pink-red to pink.","fr","1.0221950534227904","wikimatrix_10455","He represented Texas at the Miss USA 2008 contest held in April 2008.","She represented Texas in the Miss USA 2008 pageant held in April 2008.","id","1.0920734328947634","false","true","true","true","true","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false"
"307FVKVSYSHLJ9MO0LQ0I2EG8CL477","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:24 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:24 PDT 2020","","","3AUQQEL7U6V9HV3DPKBF0X0RE6R0VG","A2PTTSUG7NF42Q","Approved","Sat Jun 13 14:03:13 PDT 2020","Sat Jun 13 15:17:26 PDT 2020","Tue Jun 16 15:17:26 PDT 2020","Mon Jun 15 10:02:49 PDT 2020","","","4453","100% (26/26)","100% (26/26)","100% (16/16)","wikimatrix_6618","One of the first Gv foods with changed product quality was the Flavr-Savr tomato in the 1990s, in which a gene for the formation of the mature enzyme polygalacturonase was blocked and the fruits thus became longer lasting.","The first commercially available genetically modified food was a variety of tomato named the Flavr Savr, which was engineered to have a longer shelf life.","de","1.0210944184178172","wikimatrix_11253","Elevated levels of prolactin decrease the levels of sex hormones — estrogen in women and testosterone in men.","Both, however, are characterized by a decrease in hormonal levels, estrogen in women, and testosterone in men.","fr","1.0310012734683358","wikimatrix_3548","On September 5 it was announced that Sean Harris was negotiating with the studio as a villain.","On September 5, it was announced that Sean Harris was in negotiations for the villain role.","ja","1.0347012155716635","wikimatrix_12018","It is an analogue of cannabinol (CBN) with the lateral chain shortened by two methylene bridges (-CH2-).","It is an analog of cannabinol (CBN) with the side chain shortened by two methylene bridges (-CH2-).","fr","1.0546103088061138","wikimatrix_13078","From that moment on, they continued to highlight their flaws, and instilled respect and doubt in men's heads.","Once in these spaces, it is important to honor and build upon existing leadership.","fr","1.0215278553482905","true","false","false","false","true","false","true","true","true","false","false","false","false","false","false","false","false","false","false","false"
"307FVKVSYSHLJ9MO0LQ0I2EG8CL74A","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:31 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:31 PDT 2020","","","3X73LLYYQ2G7KQ00L1W9W85VEKRHNI","A1PTX4IB9R34LI","Approved","Sat Jun 13 14:04:34 PDT 2020","Sat Jun 13 14:05:05 PDT 2020","Tue Jun 16 14:05:05 PDT 2020","Mon Jun 15 10:03:24 PDT 2020","","","31","100% (37/37)","100% (16/16)","100% (15/15)","wikimatrix_4463","Each number is the largest number of customers at the nearby iron station in Kyoto, and it's been lying on the ground for the last year.","Being one of the most popular trains in Kerala advance reservation is necessary especially during the weekends.","ja","1.038765155186254","wikimatrix_13751","They played in Division Three of that tournament in 2007 and will play in Division Three once again in 2009.","On the other hand, she played three games in 2007, and again three matches in 2011.","fr","1.037217071667343","wikimatrix_7418","Six ships of the Royal Navy have been named HMS Rodney, at least the last five after Admiral George Brydges Rodney.","Six Royal Navy warships were named HMS Rodney, at least five of which were named after Admiral George Brydges Rodney.","de","1.075566561593256","wikimatrix_4865","The first was the work of Director Mike Nicholass in 1972, and the latter was a deview by Director Etre Scorler in 1964.","Their first came in 1936 under manager Eddie Dyer, and their second came in 1940 under manager Clay Hopper.","ja","1.0281501482026714","wikimatrix_7656","The butterflies reach a wingspan of 15 to 20 millimeters in the first generation of one year, and 14 to 16 millimeters in the second generation.","The wingspan is 15–20 mm for the first generation and 14–16 mm for the second generation.","de","1.0329089219890664","true","true","false","true","false","false","false","true","false","true","false","false","false","false","false","false","false","false","false","false"
"307L9TDWJZUP4YV7GE264U80URUN3G","31S093JAJ8DRZLY6CXZ52RHV9TPWRU","What is the relation between the two sentences?","Given two English sentences, determine the relation between them.","sentence, relation, meaning, semantic","$0.75","Sat Jun 13 14:01:51 PDT 2020","1","BatchId:4078456;OriginalHitTemplateId:928390905;","18000","259200","Sat Jun 20 14:01:51 PDT 2020","","","3IX2EGZR7CLOQUNI28GBH5QKS9KJRD","A1SX8IVV82M0LW","Approved","Sat Jun 13 14:04:28 PDT 2020","Sat Jun 13 14:04:40 PDT 2020","Tue Jun 16 14:04:40 PDT 2020","Mon Jun 15 10:03:44 PDT 2020","","","12","100% (2109/2109)","100% (629/629)","100% (111/111)","wikimatrix_7922","These containers can be swapped out in a short period of time, allowing the ship to switch between roles when needed.","These containers can be replaced in a short time, so that the ships can be used quickly for other missions.","de","1.031546004536848","wikimatrix_4778","Just as Porter Alexander had predicted, as news spread of Lee's surrender other Confederate commanders realized that the strength of the Confederacy was gone, and decided to lay down their own arms.","As soon as the word of surrender spread, the other southern commanders realized that the southern army was nothing but a dead body and decided to lay down their weapons themselves.","ja","1.0200360991465618","wikimatrix_4159","Although I raised up a flag to build a ^ bank, I fell into the dilemma of having to destroy the other side of the bank in order to protect the city.","The objective of building the weir was for providing water for irrigation and also, as a part of the city wall, to provide defense security to the city against attacking armies.","ja","1.0207115632849146","wikimatrix_8335","She's in a relationship with Justin and Alex.","She knows about Jane and Alex's relationship.","id","1.045902880016448","wikimatrix_9097","The Lord Jesus prays for God's people to be united.","Jesus Christ Message to All Nations.","id","1.0355546782063416","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","false"
